director,id
john bruno,58338
rod amateau,51809
willard huyck,686
tibor takács,42309
kurt neumann,70565
chris walas,64875
mark l. lester,67753
jeff burr,31621
kim henkel,27797
glen pitre,107181
peter faiman,58453
john cornell,57594
jeff kanew,67897
anne fontaine,48583
álex de la iglesia,57865
robert iscove,64815
nancy savoca,93025
joe carnahan,40223
michael powell,68424
daphna kastner,1021557
brian helgeland,4723
mark tarlov,18679
myles berkowitz,162102
james moll,127027
rené laloux,80260
julia sweeney,11806
darren stein,239418
samira makhmalbaf,20026
risa bramon garcia,3191
michael davis,24949
richard wenk,22814
shôhei imamura,20025
mary lambert,56263
david price,102709
james d.r. hickox,68762
william castle,12011
jack smight,30422
jerry jameson,52094
james goldstone,15630
michael crichton,4782
ted post,18635
don taylor,9108
corey allen,2775
mark robson,19457
david lowell rich,40187
roger kumble,11873
guy ritchie,956
adam bernstein,111338
p.j. castellaneta,617183
stuart burkin,1196937
katt shea,102634
christopher roberts,20305
bob balaban,12438
wolf rilla,70448
anton leader,105822
bob clark,12698
robert defranco,1016047
gaspar noé,14597
katja von garnier,62872
marshall herskovitz,9182
barry j. hershey,1603348
maurice joyce,261271
sam miller,134156
tony goldwyn,3417
gil junger,40243
carlos saura,96369
erick zonca,19377
marion vernoux,24560
philip saville,107414
hilary brougher,85925
christopher nolan,525
dave meyers,54827
julio médem,16435
george haas,941809
olivier ducastel,5066
jacques martineau,5067
bradley battersby,263975
alejandro amenábar,19840
dariusz jabłoński,1258297
james merendino,33156
ho meng-hua,1042634
jennifer baichwal,92012
rodman flender,50719
simon shore,103586
wu tian-ming,552613
tony bui,35052
thom eberhardt,68381
jim wynorski,98132
rob sitch,42378
linda kandel,1112606
paul quinn,93395
joan chen,6720
david raynr,161858
hirokazu koreeda,25645
daniel lee,57832
david moreton,40439
leslie woodhead,234358
bud greenspan,222443
peter chan,56739
amos poe,44023
wojciech has,27002
karl freund,70
terence fisher,29662
leslie goodwins,103346
reginald le borg,100793
christy cabanne,90375
frank perry,113799
richard lester,10586
sidney j. furie,64508
tod browning,1496
erle c. kenton,29755
rowland v. lee,30146
roy william neill,25165
robert siodmak,5029
george waggner,30129
philippe mora,114629
jack arnold,33883
jim sharman,13484
mikel conrad,106608
andrew solt,81186
malcolm leo,108128
christian nyby,13973
byron haskin,51000
robert gordon,192827
don siegel,14773
fred f. sears,82751
roger corman,102429
virgil w. vogel,12345
josef rusnak,15361
theo angelopoulos,10316
maría ripoll,102329
kristi jacobson,638550
lori silverbush,930628
william roth,1085268
robert meyer burnett,262055
alain zaloum,1006105
yvan le moine,980223
chris buck,15774
andrew j. kuehn,551883
tom tykwer,1071
roger nygard,63983
rowan woods,61346
francis veber,38507
john tatoulis,79113
scott ziehl,43439
leos carax,27977
olivier assayas,21678
chris weitz,3288
paul weitz,3289
mark pellington,11676
tim hill,49903
daniel myrick,26849
eduardo sánchez,26850
rick famuyiwa,51866
michael patrick jann,59412
david kellogg,4759
jim fall,19228
kinka usher,59646
michael polish,41887
françois truffaut,1650
gene saks,69300
peter r. hunt,9868
stephen carpenter,56913
jeffrey obrow,98614
bertrand blier,34262
jerrold freedman,55264
jeffery delman,557111
graeme clifford,13488
károly makk,923620
brad bird,7087
paul mcguigan,2291
tod williams,20133
john turturro,1241
gary sinyor,20779
adam rifkin,50583
anne wheeler,97773
ana kokkinos,75675
anna maria tatò,1083461
joseph henabery,8820
peter hall,27339
buck henry,7795
gene wilder,3460
ian macnaughton,57073
mike hodges,17281
graham baker,43513
ken finkleman,27746
masami hata,99875
william t. hurtz,118472
kevin williamson,26458
mic rodgers,18889
jeff franklin,60621
satoshi kon,40333
philip frank messina,1184213
chuck workman,44931
crane wilbur,84940
bill colleran,1114891
john gielgud,11857
nanette burstein,96439
brett morgen,102109
patrice toye,1110434
rand ravich,29524
kevin brodie,40220
hugh johnson,22100
aris iliopulos,37036
ziad doueiri,148455
mike barker,77964
hampton fancher,583
masanori hata,85311
alfred sole,136911
s.f. brownrigg,90820
joseph sargent,15663
george dunning,71253
sam mendes,39
tinto brass,58021
bob guccione,1866993
giancarlo lui,1458870
kurt voss,21404
christian vincent,72005
george abbott,2004
ken russell,32327
tom desimone,100616
jackie chan,18897
eric tsang,26724
peter kassovitz,18204
bruce mcculloch,73499
audrey wells,36805
gary halvorson,150641
kevin elders,20951
john schultz,79656
mark illsley,942084
jake scott,65317
andy mingo,1154545
bernard mceveety,1211915
dave fleischer,143463
don coscarelli,58245
richard franklin,29471
anthony perkins,7301
kimberly peirce,2836
tessa blake,1433989
cédric kahn,93903
josé luis garci,103511
jeff abugov,81421
marcel carné,25161
yuen woo-ping,18899
john byrum,32767
terry sanders,201165
preston sturges,30249
eliseo subiela,81116
henry hathaway,37360
charles vidor,32134
régis wargnier,27614
robert aldrich,18392
james bridges,14838
guy hamilton,9915
terence young,9855
jamaa fanaka,932993
william beaudine,30833
tom mcnamara,1158066
jennifer wynne farmer,1384771
valerie red-horse,131455
david evans,18030
frank whaley,11805
harmony korine,51918
robert marcarelli,102797
mervyn leroy,9054
bob fosse,66777
louis morneau,65420
malcolm d. lee,72024
antonio banderas,3131
damon santostefano,66039
michael cristofer,21136
tamara hernandez,1199459
george pavlou,74590
david riker,1053508
william malone,57898
spike jonze,5953
eric styles,231521
adam abraham,1018072
hayao miyazaki,608
donal lardner ward,148100
radu mihaileanu,20430
chris smith,31654
don mckellar,20173
jean-pierre dardenne,56209
luc dardenne,45138
buster keaton,8635
brian yuzna,27992
oz scott,109095
michael gornick,15056
clyde bruckman,10517
sam taylor,143561
arnold laven,55692
rick roessler,935840
bruce malmuth,58040
bob logan,69667
boris sagal,68682
ken wiederhorn,92851
maria maggenti,86035
peter duffell,138167
craig bolotin,34692
michael haigney,65428
kunihiko yuyama,65429
richard shepard,44740
daniel pyne,29378
william nigh,89226
terry o. morse,29321
bernhard wicki,9894
andrew marton,57142
eric bross,60045
kinji fukasaku,31074
toshio masuda,68412
paul newman,3636
w.d. richter,18179
ramón menéndez,104879
darko mitrevski,225702
aleksandar popovski,938731
jean rollin,88820
charley rogers,131406
gus meins,131443
hiroshi inagaki,108012
martin ritt,18854
tom moore,113102
gavin o'connor,77003
mario bava,25826
ida lupino,46617
bill milling,101297
scott elliott,161784
victor mignatti,1080873
marshall neilan,559559
jean renoir,11528
george w. george,44623
andrew v. mclaglen,51875
steven kampmann,95653
william porter,1120414
robert f. hill,33690
edward f. cline,13953
jack nicholson,514
frank tashlin,47399
mike mitchell,64151
john asher,24970
tim roth,3129
roland west,94771
peter bogdanovich,39012
nathan h. juran,44878
don hahn,12824
gaëtan brizzi,56146
francis glebas,74298
martha fiennes,96854
matthew warchus,111807
radley metzger,104178
james b. harris,3349
robert ellis miller,88458
john english,32174
william witney,32175
franklin adreon,32176
mario camerini,70298
steve carr,52112
julie taymor,16391
jennifer leitzes,112946
julian goldberger,543550
aviva kempner,1455472
jay russell,46297
marion hänsel,22812
santosh sivan,37236
john s. robertson,29571
george sidney,21506
henry king,37362
gene quintano,56953
ivan passer,84736
bruce timm,34934
eric radomski,35270
jesús franco,30956
curtis harrington,44725
francesco rosi,87267
hiroshi teshigahara,96801
kris isacsson,65627
alfonso albacete,148084
miguel bardem,148772
david menkes,260050
irving rapper,93904
herbert blaché,144044
winchell smith,144045
desmond davis,64823
charles r. rondeau,1214587
art linson,1254
george englund,93953
mikael kristersson,1074750
khyentse norbu,115309
alejandro springall,943155
mikhail kalatozov,108764
stephen surjik,56155
fran rubel kuzui,64170
benoît poelvoorde,47820
rémy belvaux,63174
andré bonzel,63175
gary sinise,33
troy duffy,54795
eric blakeney,95818
ventura pons,43330
monika treut,149082
lorenzo doumani,1074631
susan muska,1038645
gréta olafsdóttir,1038646
richard spence,179616
anthony harvey,12009
chris koch,58059
jun falkenstein,93301
madhur jaffrey,195399
tina valinsky,1335917
rob hardy,31123
lynn hershman leeson,213613
james clavell,46611
julian johnson,772490
ben younger,24294
jasmin dizdar,233108
steven okazaki,110962
edgar g. ulmer,5030
"max baer, jr.",40242
michael miller,88096
felix e. feist,103910
h. bruce humberstone,87700
rod lurie,21526
eric mendelsohn,115226
søren kragh-jacobsen,1558
ken liotti,1193920
dj pooh,65134
pontus löwenhielm,146847
patrick von krusenstjerna,146848
barry w. blaustein,57328
george bowers,11454
jack couffer,114269
kevin brownlow,228856
andrew mollo,1061537
michael winner,19244
al reinert,7854
herschell gordon lewis,99916
winston hibler,63670
lászló benedek,89981
george marshall,19093
jason freeland,168200
aileen ritchie,585004
henri verneuil,34580
sidney poitier,16897
julie dash,142603
irving pichel,20370
marcel l'herbier,143353
stanley kramer,4081
kristine peterson,73962
j. elder wills,992802
paul flaherty,28169
jim goddard,134639
james frawley,68457
ralph zondag,65855
dick zondag,1109913
bill l. norton,58075
jean negulesco,19606
roy ward baker,26134
raoul walsh,8823
benoît mariage,105752
james wong,57134
christina andreef,1027277
julian henriques,1311102
arthur lubin,78845
harold prince,1072042
allan a. goldstein,52325
newt arnold,70250
sidney franklin,42060
andrzej bartkowiak,10765
mark piznarski,1219210
mark hanlon,58278
javier elorrieta,225945
jean yarbrough,89745
peter brook,60981
rafal zielinski,130424
richard c. sarafian,21544
john llewellyn moxey,107331
alain tanner,236362
luis valdez,82219
david seltzer,11834
don michael paul,27005
bibo bergeron,65629
armando crispino,31603
david macdonald,106629
robert clarke,30453
tom boutross,1006929
eugenio martín,50542
david beaird,121760
george fitzmaurice,114337
sergio martino,21227
abbe wool,226513
bruce joel rubin,3431
bonnie hunt,5149
pip karmel,33438
james young,150184
william asher,95526
giuliano montaldo,132257
francis megahy,102521
steve gordon,122944
neal israel,57359
alain resnais,11983
jon jost,1012097
kon ichikawa,97205
edward norton,819
marek kanievska,78523
damien o'donnell,65865
julien temple,22669
chris browne,137213
milton moses ginsberg,563031
bobcat goldthwait,95024
morton dacosta,87521
davis guggenheim,19012
gina prince-bythewood,71947
sofia coppola,1769
jules dassin,14227
bharat nalluri,58005
matt williams,34481
john swanbeck,998589
kevin jordan,85242
deborah warner,1033866
adam simon,46442
darren moloney,122602
jonathan winfrey,102688
john keitel,108670
justin kerrigan,68281
jim mcbride,15206
francis d. lyon,29324
dario argento,4955
harald reinl,33542
martin davidson,89373
stephen verona,121643
stan dragoti,67411
scott alexander,7130
larry karaszewski,7131
peter m. cohen,1058138
norman taurog,82800
bruce kessler,100629
barbara sonneborn,1081129
john rich,21452
eric leighton,65856
todd phillips,57130
floyd mutrux,67834
bart freundlich,86203
andrzej żuławski,32082
tom dey,46076
jon reiss,78391
herk harvey,79294
david miller,73256
kelli herd,87043
lewis gilbert,10076
william c. mcgann,88664
edward ludwig,101709
sergei bodrov,130938
val guest,39853
vicente aranda,105153
lucio fulci,29433
marco ferreri,34264
douglas sirk,46712
albert lewin,30252
david schmoeller,52268
dave allen,554040
jerry london,80609
joe camp,94787
ron fricke,68994
james komack,16008
noel black,109876
richard w. haines,107482
lloyd kaufman,78021
michael herz,78023
george ogilvie,57433
mick garris,61824
craig r. baxley,63709
jean-pierre marois,233192
gordon parks,6558
sergei m. eisenstein,9603
josé luis cuerda,19842
alison maclean,157879
mick davis,59248
val lik,1190670
peter lord,53304
william morgan,56929
aaron norris,51572
gordon hessler,82505
george jackson,141824
robert cormack,142526
joshua meador,222238
jörg buttgereit,70602
king vidor,29962
leslie fenton,95771
richard talmadge,94988
jamie babbit,59466
zhang yang,15156
greg harrison,17042
jeremy podeswa,88391
po-chih leong,17247
gerald seth sindell,1129542
sam wanamaker,21520
luis puenzo,69315
berit nesheim,589173
juzo itami,69167
britt allcroft,113733
david mcnally,48980
max mayer,100516
john forte,1464511
nigel cole,24248
joseph green,110726
brian g. hutton,54451
stan winston,60261
robert hiltzik,74671
james signorelli,44807
don edmonds,4695
lee h. katzin,19101
lionel coleman,120685
jenniphr goodman,99593
max färberböck,22677
frédéric fonteyne,151166
steven maler,1183661
fenton bailey,16957
randy barbato,16958
myles connell,134146
gerard stembridge,1380314
tarsem singh,56512
takao okawara,50651
adam collis,1065346
james d. stern,52159
elliot silverstein,70262
chantal akerman,130030
saul rubinek,3712
joseph losey,39009
leslie norman,82334
aiyana elliott,1179593
peyton reed,59026
chi muoi lo,554095
michael dinner,84165
valerie breiman,84211
robert greenwald,51521
douglas aarniokoski,71901
chris fiore,158050
robert adetuyi,31120
benito zambrano,141967
joe charbanic,66604
christopher mcquarrie,9033
rob walker,1237175
robert schmidt,1073910
bruce paltrow,173607
jon matthews,193390
timothy wayne folsome,95646
craig mazin,35796
john leekley,188269
john ottman,9039
fina torres,144277
sally field,35
jason priestley,19143
greg berlanti,88967
karyn kusama,54025
edward bernds,34402
don weis,148601
ray kellogg,114562
deborah brock,112921
sally mattison,98939
carol frank,1062093
dein perry,87465
mamoru hosoda,81718
shigeyasu yamauchi,81853
raymond de felitta,99496
jason alexander,1206
janusz kamiński,492
tom laughlin,129482
george pal,21869
luca bercovici,29383
albert band,19708
charles walters,69392
stephen daldry,468
lang elliott,108129
liu chia-liang,26775
uli edel,15868
mcg,36425
antony hoffman,56154
kenneth lonergan,30711
kevin macdonald,17350
stig bergqvist,80540
gregory cooke,8551
jason gould,21064
bradley rust gray,131388
lane janger,998511
david fourier,1018076
courtney solomon,61921
montxo armendáriz,583118
nelson shin,19542
yahoo serious,61797
danny leiner,56591
ed harris,228
lee myung-se,94053
maggie greenwald,94831
patrick lussier,27226
e. elias merhige,17279
john wayne,4165
don hulette,84102
tom gries,18592
ronald f. maxwell,66088
ted nicolaou,45989
george gallo,21792
henry bromell,86382
dale g. bradley,941088
chen kuo-fu,53218
anne de salvo,49422
francine mcdougall,84782
adam shankman,20739
nadia tass,15672
liv ullmann,11916
adam brooks,16328
jean-françois laguionie,119234
neil turitz,83718
dominik moll,18175
carl gottlieb,8555
robert k. weiss,7181
lyndall hobbs,95489
john flynn,38689
ben bolt,137932
cheech marin,11159
jerry rees,108217
steve de jarnatt,84906
kong yeung,1078833
terry leonard,19567
michael schultz,77300
richard lowenstein,75286
john r. cherry iii,83961
john mackenzie,40007
peter del monte,102322
paolo taviani,24279
vittorio taviani,24281
bob giraldi,89467
lawrence bassoff,109044
hector babenco,40542
elaine may,58251
rod daniel,64877
gary goddard,70737
terry winsor,129119
paul aaron,564872
charlie loventhal,51785
peter werner,30477
william phelps,560320
vic sarin,87121
alex winter,18355
cesc gay,73693
jonathan nossiter,146949
agnès jaoui,28279
chuck sheetz,141706
peter askin,130750
harry sinclair,122441
demian lichtenstein,71418
lee stanley,48548
andrucha waddington,237884
daniel minahan,88743
christopher livingston,1150384
deborah hoffmann,1006172
frances reid,933381
ben hopkins,72156
kieron j. walsh,227412
bill fishman,93806
denis sanders,96909
ralph nelson,16888
delmer daves,76981
emeric pressburger,37846
robert fuest,20937
daniel haller,28236
jimmy t. murakami,67268
sheldon lettich,16590
